PID,MS Zoning,Lot Frontage,Lot Area,Overall Qual,Full Bath,Foundation,Year Built,Yr Sold,Neighborhood,Kitchen AbvGr,Bedroom AbvGr,SalePrice
903205040,RL,,823.0,6,1,BrkTil,1916,2009,BrkSide,1,2,121.0
903226130,RM,15.0,557.0,4,1,BrkTil,1936,2009,BrkSide,1,3,128.0
903226170,RM,15.0,557.0,6,1,BrkTil,1937,2009,BrkSide,1,2,134.9
903227070,RM,15.0,557.0,5,1,BrkTil,1925,2009,BrkSide,1,3,117.0
903227090,RM,15.0,557.0,6,1,CBlock,1939,2009,BrkSide,1,4,132.5
903228070,RM,18.0,557.0,5,1,BrkTil,1924,2009,BrkSide,1,3,93.0
903228120,RM,15.0,557.0,6,1,PConc,1926,2009,BrkSide,1,2,119.0
903230100,RM,18.0,642.0,5,1,PConc,1924,2009,BrkSide,1,2,100.0
903231010,RM,16.0,569.0,5,1,BrkTil,1936,2009,BrkSide,1,3,141.5
903231030,RM,16.0,569.0,4,1,BrkTil,1935,2009,BrkSide,1,3,133.0
903231060,RM,16.0,569.0,2,1,BrkTil,1936,2009,BrkSide,1,1,60.0
903231130,RM,16.0,569.0,5,1,BrkTil,1931,2009,BrkSide,1,2,105.0
903232060,RM,16.0,569.0,5,1,BrkTil,1925,2009,BrkSide,1,2,115.0
903234220,RM,16.0,569.0,5,2,BrkTil,1938,2009,BrkSide,1,3,150.0
903236040,RM,15.0,802.0,5,1,BrkTil,1925,2009,BrkSide,1,2,126.5
903400220,RL,,1104.0,6,2,BrkTil,1916,2009,BrkSide,1,5,214.5
903425245,RL,18.0,1060.0,7,1,BrkTil,1910,2009,BrkSide,1,3,167.5
903427120,RM,17.0,752.0,6,2,PConc,1915,2009,OldTown,1,3,155.0
903429080,RM,15.0,232.0,7,1,PConc,1915,2009,OldTown,1,4,155.0
903429110,RM,21.0,922.0,7,2,BrkTil,1915,2009,OldTown,1,3,179.9
903430060,RM,28.0,513.0,6,1,CBlock,1912,2009,OldTown,1,5,104.0
903430070,RM,15.0,279.0,5,2,BrkTil,1922,2009,OldTown,2,4,62.5
903451090,RM,17.0,639.0,6,2,CBlock,1927,2009,IDOTRR,1,4,149.0
903458170,RM,16.0,580.0,4,1,CBlock,1925,2009,IDOTRR,1,2,103.0
903475100,,,537.0,6,1,BrkTil,1915,2009,OldTown,1,3,123.0
903476090,,12.0,544.0,7,2,BrkTil,1902,2009,OldTown,1,6,97.5
903481120,RM,18.0,479.0,6,1,BrkTil,1927,2009,IDOTRR,1,3,135.0
903481130,RM,26.0,479.0,4,1,PConc,1923,2009,IDOTRR,1,1,70.0
903484110,RM,18.0,959.0,6,1,CBlock,1915,2009,IDOTRR,1,3,116.0
904100190,RL,15.0,398.0,4,1,CBlock,1946,2009,Sawyer,1,2,88.75
904301060,RL,18.0,1003.0,5,3,CBlock,1987,2009,Edwards,1,3,179.0
904301070,,18.0,1003.0,5,3,CBlock,1987,2009,Edwards,1,3,179.0
904301100,RL,,980.0,5,2,PConc,1978,2009,Edwards,2,2,159.9
904301375,RL,,931.0,1,0,BrkTil,1922,2009,Edwards,1,1,61.0
904351200,RH,16.0,616.0,6,2,BrkTil,1925,2009,Edwards,1,3,103.6
904351240,RL,18.0,909.0,5,2,PConc,1934,2009,Edwards,1,4,63.0
905101260,RL,21.0,1197.0,5,2,CBlock,1963,2009,Sawyer,1,3,175.0
905101490,RL,24.0,819.0,5,1,PConc,1963,2009,Sawyer,1,3,139.0
905103040,RL,21.0,1039.0,6,2,CBlock,1978,2009,Sawyer,1,3,172.5
905103070,RL,23.0,1080.0,5,1,CBlock,1967,2009,Sawyer,1,3,113.5
905105190,RL,20.0,725.0,5,1,PConc,1967,2009,Sawyer,1,3,130.0
905107310,RL,,745.0,6,1,CBlock,1978,2009,Sawyer,1,3,149.9
905108190,RL,,674.0,5,1,CBlock,1982,2009,Sawyer,1,2,134.9
905108220,RL,23.0,812.0,5,1,CBlock,1982,2009,Sawyer,1,2,137.0
905200220,RL,,1079.0,5,1,CBlock,1962,2009,Sawyer,1,3,139.0
905200260,,27.0,1431.0,5,2,CBlock,1961,2009,Sawyer,1,4,165.0
905200350,RL,27.0,1423.0,6,1,CBlock,1960,2009,Sawyer,1,3,148.0
905225090,RL,,1448.0,5,1,CBlock,1956,2009,ClearCr,1,4,165.0
905228050,RL,,836.0,2,1,Slab,1947,2009,Sawyer,1,2,63.9
905229040,RL,,1045.0,4,1,CBlock,1957,2009,ClearCr,1,5,161.5
905325020,,20.0,2331.0,5,1,CBlock,1968,2009,ClearCr,1,1,143.0
905377010,RL,,1592.0,4,1,CBlock,1956,2009,Edwards,1,3,135.0
905377130,RL,,1147.0,4,1,CBlock,1940,2009,Edwards,1,1,82.5
905401100,RL,,995.0,5,1,CBlock,1955,2009,ClearCr,1,2,190.0
905402060,RL,,1271.0,3,2,Slab,1955,2009,Edwards,1,4,139.6
905402070,,,1453.0,4,1,CBlock,1954,2009,Edwards,1,2,122.0
905450020,RL,22.0,916.0,6,1,CBlock,1956,2009,Edwards,1,3,127.5
905451300,,21.0,889.0,5,1,CBlock,1956,2009,Edwards,1,2,121.5
905451340,RL,21.0,889.0,5,1,CBlock,1958,2009,Edwards,1,3,60.0
905452040,,15.0,869.0,6,1,CBlock,1946,2009,Edwards,1,3,154.4
905452050,RL,15.0,868.0,4,1,CBlock,1941,2009,Edwards,1,2,113.0
905475160,RL,19.0,691.0,5,1,CBlock,1954,2009,Edwards,1,3,125.0
905475500,RL,,1068.0,4,1,Slab,1957,2009,Edwards,1,3,84.0
905476230,RL,13.0,393.0,5,2,CBlock,1984,2009,Edwards,1,2,139.5
905478030,RL,18.0,1060.0,5,1,CBlock,1949,2009,Edwards,1,3,131.0
905480030,RL,18.0,842.0,6,1,BrkTil,1939,2009,Edwards,1,2,105.0
905480210,RL,18.0,844.0,4,1,CBlock,1940,2009,Edwards,1,4,108.0
906201021,RL,23.0,1001.0,7,1,PConc,1990,2009,SawyerW,1,1,162.0
906201050,RL,20.0,1789.0,6,1,CBlock,1983,2009,SawyerW,1,2,156.5
906201130,RL,24.0,1145.0,8,1,CBlock,1983,2009,SawyerW,1,1,316.6
906203120,RL,27.0,1364.0,7,2,CBlock,1990,2009,SawyerW,1,3,271.9
906223060,RL,23.0,866.0,7,2,PConc,1993,2009,SawyerW,1,3,213.0
906223080,RL,26.0,981.0,7,2,PConc,1993,2009,SawyerW,1,3,239.9
906223210,RL,24.0,913.0,8,2,PConc,1995,2009,SawyerW,1,3,239.5
906226060,RL,37.0,2453.0,5,1,PConc,1880,2009,SawyerW,1,4,131.0
906226070,RL,20.0,652.0,5,2,Slab,1979,2009,SawyerW,2,4,118.964
906226080,RL,20.0,652.0,5,0,CBlock,1979,2009,SawyerW,2,2,153.337
906226090,,20.0,652.0,5,2,Slab,1979,2009,SawyerW,2,6,147.983
906226100,RL,20.0,652.0,5,2,Slab,1979,2009,SawyerW,2,4,118.858
906226110,RL,20.0,652.0,5,2,Slab,1979,2009,SawyerW,2,4,118.858
906226120,RL,20.0,652.0,5,2,Slab,1979,2009,SawyerW,2,6,142.953
906226130,RL,20.0,654.0,5,0,CBlock,1979,2009,SawyerW,2,2,148.325
906226140,RL,20.0,651.0,5,2,Slab,1979,2009,SawyerW,2,4,113.722
906230010,RL,,1101.0,7,4,PConc,2000,2009,SawyerW,2,6,269.5
906230020,RL,,738.0,7,4,PConc,2000,2009,SawyerW,2,6,269.5
906230030,RL,,741.0,7,4,PConc,2000,2009,SawyerW,2,6,269.5
906340100,RL,26.0,1016.0,9,1,PConc,2009,2009,CollgCr,1,1,323.262
906340110,RL,24.0,988.0,8,2,PConc,2007,2009,CollgCr,1,3,297.0
906340120,RL,19.0,950.0,8,2,PConc,2008,2009,CollgCr,1,3,295.493
906340130,RL,20.0,1005.0,9,2,PConc,2008,2009,CollgCr,1,3,332.0
906378110,,22.0,853.0,8,2,PConc,2008,2009,CollgCr,1,3,239.9
906380050,RL,21.0,1000.0,8,2,PConc,2007,2009,CollgCr,1,3,212.0
906380060,RL,23.0,1061.0,8,2,PConc,2007,2009,CollgCr,1,3,272.5
906380100,RL,37.0,1108.0,9,2,PConc,2007,2009,CollgCr,1,2,239.0
906380130,RL,21.0,819.0,7,2,PConc,2006,2009,CollgCr,1,3,220.0
906380210,RL,20.0,628.0,7,2,PConc,2007,2009,CollgCr,1,2,200.0
906380220,RL,29.0,959.0,8,2,PConc,2008,2009,CollgCr,1,2,221.8
906392070,RL,20.0,679.0,7,2,PConc,2007,2009,CollgCr,1,2,194.5
906392110,RL,24.0,1082.0,8,2,PConc,2005,2009,CollgCr,1,3,237.0
906392130,RL,24.0,1082.0,6,2,PConc,2005,2009,CollgCr,1,3,173.0
906402060,RL,,1189.0,7,2,PConc,1989,2009,SawyerW,1,2,275.0
906426210,RL,,1551.0,7,2,PConc,1992,2009,ClearCr,1,3,233.5
906475070,RL,,2666.0,5,2,PConc,1967,2009,ClearCr,1,3,185.0
907126010,RL,25.0,1158.0,5,1,PConc,1996,2009,CollgCr,1,3,152.0
907126050,RL,20.0,906.0,5,1,PConc,1994,2009,CollgCr,1,3,143.0
907130100,RL,20.0,1433.0,6,2,PConc,1997,2009,CollgCr,1,3,231.5
907131090,RL,13.0,991.0,7,2,PConc,1996,2009,CollgCr,1,3,212.0
907131190,RL,20.0,1371.0,7,2,PConc,1998,2009,CollgCr,1,3,207.0
907135040,RL,34.0,1009.0,5,1,PConc,1994,2009,CollgCr,1,3,145.0
907135170,RL,18.0,750.0,5,1,PConc,1994,2009,CollgCr,1,3,138.0
907175100,RL,24.0,966.0,7,2,PConc,1998,2009,CollgCr,1,3,197.9
907180130,RL,24.0,960.0,7,2,PConc,1999,2009,CollgCr,1,3,204.0
907181100,RL,21.0,838.0,7,2,PConc,1999,2009,CollgCr,1,3,192.0
907185050,RL,21.0,813.0,6,2,PConc,1998,2009,CollgCr,1,3,200.0
907192030,RL,21.0,830.0,7,2,PConc,2002,2009,CollgCr,1,3,195.0
907192090,RL,20.0,911.0,7,2,PConc,2002,2009,CollgCr,1,3,227.0
907194010,RL,24.0,1154.0,7,2,PConc,2001,2009,CollgCr,1,3,230.0
907194110,,20.0,1513.0,7,2,PConc,2001,2009,CollgCr,1,3,187.1
907194160,RL,20.0,998.0,7,2,PConc,2002,2009,CollgCr,1,3,203.0
907196060,RL,23.0,1037.0,7,2,PConc,2001,2009,CollgCr,1,3,201.0
907200230,RL,18.0,783.0,5,2,CBlock,1978,2009,CollgCr,1,3,124.0
907201220,RL,,1511.0,5,1,BrkTil,1978,2009,CollgCr,1,3,140.0
907201280,RL,23.0,646.0,5,1,CBlock,1979,2009,CollgCr,1,2,134.9
907202050,RL,19.0,818.0,5,2,CBlock,1977,2009,CollgCr,1,3,150.5
907202080,RL,,650.0,5,1,CBlock,1978,2009,CollgCr,1,3,136.5
907202130,RL,,863.0,5,1,CBlock,1977,2009,CollgCr,1,3,143.5
907227030,RL,11.0,1442.0,5,1,CBlock,1972,2009,CollgCr,1,3,133.5
907227080,RL,18.0,669.0,5,1,CBlock,1972,2009,CollgCr,1,2,123.0
907227110,RL,18.0,669.0,5,1,CBlock,1972,2009,CollgCr,1,2,133.9
907227290,RL,21.0,785.0,5,1,CBlock,1972,2009,CollgCr,1,2,133.0
907250070,RL,27.0,1084.0,7,2,PConc,2002,2009,CollgCr,1,3,250.0
907252060,RL,,1146.0,8,2,PConc,2003,2009,CollgCr,1,4,254.75
907252210,RL,,1100.0,8,2,PConc,2001,2009,CollgCr,1,3,236.5
907252220,,,1104.0,8,2,PConc,2001,2009,CollgCr,1,3,261.5
907253130,RL,,1027.0,9,2,PConc,2000,2009,CollgCr,1,3,313.0
907260030,RL,21.0,813.0,7,2,PConc,2002,2009,CollgCr,1,3,198.5
907265010,RL,,1045.0,7,2,PConc,2001,2009,CollgCr,1,3,211.0
907275010,RL,27.0,1463.0,8,2,PConc,1999,2009,CollgCr,1,2,220.0
907275090,RL,22.0,1104.0,7,2,PConc,1996,2009,CollgCr,1,3,203.0
907275140,RL,,1187.0,8,2,PConc,2002,2009,CollgCr,1,3,279.5
907280170,RL,21.0,813.0,7,2,PConc,1997,2009,CollgCr,1,3,210.0
907285020,RL,,871.0,7,2,PConc,1997,2009,CollgCr,1,3,219.5
907285050,RL,21.0,813.0,7,2,PConc,1996,2009,CollgCr,1,2,191.0
907290070,,21.0,845.0,7,2,PConc,2001,2009,CollgCr,1,3,178.0
907290090,RL,23.0,906.0,7,2,PConc,2000,2009,CollgCr,1,3,213.0
907290180,RM,,412.0,6,1,PConc,2003,2009,CollgCr,1,1,144.0
907290210,RM,,412.0,6,1,PConc,2003,2009,CollgCr,1,1,140.0
907410130,RL,26.0,948.0,8,2,PConc,2007,2009,CollgCr,1,3,293.2
907412020,RL,20.0,865.0,7,2,PConc,2004,2009,CollgCr,1,3,190.0
907414020,RL,19.0,788.0,7,2,PConc,2004,2009,CollgCr,1,3,190.0
907414080,RL,20.0,802.0,6,2,PConc,2005,2009,CollgCr,1,3,173.5
907420040,RL,26.0,1028.0,6,2,PConc,2007,2009,CollgCr,1,3,170.0
908102050,RL,20.0,815.0,4,2,CBlock,1949,2009,Edwards,1,2,108.0
908102270,RL,23.0,923.0,5,1,PConc,1964,2009,Edwards,1,3,167.0
908102290,RL,20.0,825.0,4,1,CBlock,1938,2009,Edwards,1,2,100.0
908128060,RL,20.0,678.0,7,3,Slab,2003,2009,Edwards,1,4,198.5
908151050,RL,23.0,739.0,6,1,CBlock,1977,2009,Edwards,1,3,159.5
908152035,RL,24.0,992.0,4,1,CBlock,1960,2009,Edwards,1,3,127.0
908152100,RL,22.0,669.0,6,1,CBlock,1976,2009,Edwards,1,3,125.0
908154040,RL,26.0,1234.0,9,2,PConc,2007,2009,Edwards,1,3,320.0
908186080,RM,11.0,341.0,6,1,Wood,2005,2009,Edwards,1,2,145.5
908201040,RL,15.0,874.0,5,1,CBlock,1947,2009,Edwards,1,2,118.0
908203090,RL,20.0,596.0,4,1,CBlock,1959,2009,Edwards,1,3,85.0
908225290,RL,21.0,1093.0,5,1,CBlock,1950,2009,Edwards,1,3,120.0
908225370,RL,15.0,781.0,4,2,Slab,1945,2009,Edwards,1,4,98.0
908229020,RL,17.0,377.0,5,1,PConc,1922,2009,Edwards,1,2,99.9
908250030,RL,23.0,948.0,3,1,Slab,1952,2009,Edwards,1,2,82.0
908275040,RL,20.0,1015.0,5,2,CBlock,1959,2009,Edwards,2,6,119.9
908275110,RL,21.0,1093.0,5,1,CBlock,1956,2009,Edwards,1,2,103.5
908276150,RL,,829.0,4,1,CBlock,1956,2009,Edwards,1,3,112.0
909101010,RL,20.0,1148.0,6,1,BrkTil,1920,2009,Edwards,1,3,110.0
909101100,RL,14.0,763.0,5,1,CBlock,1941,2009,Edwards,1,3,122.0
909101140,RL,18.0,1022.0,5,2,CBlock,1941,2009,Edwards,1,3,117.0
909129090,RH,21.0,585.0,5,1,PConc,1938,2009,SWISU,1,3,160.0
909129100,RH,17.0,418.0,5,1,BrkTil,1932,2009,SWISU,1,3,159.434
909175080,RL,18.0,780.0,2,1,CBlock,1920,2009,SWISU,1,1,60.0
909178160,RL,18.0,920.0,6,2,BrkTil,1940,2009,SWISU,1,3,139.5
909179020,RL,31.0,1474.0,7,2,BrkTil,1920,2009,SWISU,1,5,197.0
909250080,,13.0,530.0,6,1,BrkTil,1935,2009,SWISU,1,3,105.0
909250220,RL,20.0,725.0,4,2,BrkTil,1928,2009,SWISU,1,4,135.0
909251050,,20.0,797.0,6,1,BrkTil,1916,2009,Crawfor,1,3,147.5
909251170,RL,16.0,573.0,6,2,BrkTil,1925,2009,SWISU,1,3,137.45
909252020,RL,18.0,669.0,7,1,PConc,1936,2009,SWISU,1,3,155.0
909253010,RL,17.0,702.0,6,1,BrkTil,1928,2009,Crawfor,1,3,177.0
909253180,RL,16.0,585.0,7,2,BrkTil,1928,2009,SWISU,1,3,145.0
909254010,RL,16.0,665.0,7,1,BrkTil,1918,2009,Crawfor,1,3,137.0
909257050,RL,16.0,1014.0,7,1,BrkTil,1926,2009,Crawfor,1,3,234.0
909275080,RL,18.0,1271.0,5,1,CBlock,1940,2009,Crawfor,1,2,205.0
909276110,RL,,697.0,6,1,CBlock,1942,2009,Crawfor,1,3,177.5
909276200,RL,40.0,892.0,5,1,BrkTil,1940,2009,Crawfor,1,2,160.0
909277090,RL,24.0,1364.0,5,1,CBlock,1960,2009,Crawfor,1,2,155.0
909277100,RL,24.0,1241.0,5,1,BrkTil,1921,2009,Crawfor,1,2,163.5
909278020,RL,16.0,714.0,5,1,BrkTil,1921,2009,Crawfor,1,3,154.9
909279010,RL,,757.0,7,2,BrkTil,1940,2009,Crawfor,2,5,205.0
909282130,RL,21.0,845.0,5,1,BrkTil,1954,2009,Crawfor,1,2,144.8
909425060,RL,23.0,1115.0,7,1,CBlock,1941,2009,Crawfor,1,3,174.5
909425130,,27.0,1239.0,6,2,CBlock,1960,2009,Crawfor,1,3,193.0
909426090,RL,24.0,1449.0,5,2,BrkTil,1949,2009,Crawfor,1,3,158.0
909427200,RL,24.0,1301.0,6,1,CBlock,1950,2009,Crawfor,1,3,158.5
909428240,RL,30.0,1626.0,6,1,PConc,1954,2009,Crawfor,1,3,224.0
909451040,RM,7.0,161.0,6,1,CBlock,1980,2009,Blueste,1,2,115.0
909451100,RM,7.0,138.0,6,1,CBlock,1980,2009,Blueste,1,2,137.0
909451140,RM,7.0,150.0,6,1,CBlock,1980,2009,Blueste,1,2,121.0
909451180,RM,7.0,121.0,6,1,CBlock,1980,2009,Blueste,1,2,124.0
909452050,RL,,1264.0,6,2,CBlock,1986,2009,Crawfor,1,3,208.0
909475040,RL,,1635.0,7,2,CBlock,1971,2009,Crawfor,1,3,315.0
909475300,RL,,2016.0,6,2,CBlock,1988,2009,Crawfor,1,3,222.0
910202070,RM,18.0,993.0,5,1,CBlock,1920,2009,IDOTRR,1,3,147.0
910204050,RM,15.0,805.0,5,2,BrkTil,1900,2009,IDOTRR,1,5,123.0
910205020,RM,18.0,595.0,5,1,PConc,1920,2009,IDOTRR,1,3,78.0
911103050,C,32.0,787.0,3,1,CBlock,1915,2009,IDOTRR,1,2,85.0
911104060,C,18.0,948.0,4,1,BrkTil,1925,2009,IDOTRR,1,2,75.0
911370500,RM,13.0,357.0,8,2,PConc,2007,2009,Crawfor,1,2,230.0
912251110,,33.0,2023.0,2,1,CBlock,1910,2009,IDOTRR,1,1,57.625
914465020,RL,23.0,941.0,8,2,PConc,2000,2009,Mitchel,1,3,251.0
914465040,RL,15.0,1191.0,7,1,PConc,2003,2009,Mitchel,1,1,239.686
914465055,RL,13.0,1126.0,7,2,PConc,2004,2009,Mitchel,1,3,240.0
914474070,RL,22.0,1134.0,6,2,PConc,2001,2009,Mitchel,1,3,215.0
914475010,RL,23.0,906.0,6,1,CBlock,1977,2009,Mitchel,1,2,156.45
914475030,RL,22.0,870.0,6,1,CBlock,1977,2009,Mitchel,1,2,173.0
914476020,RL,23.0,941.0,5,2,CBlock,1977,2009,Mitchel,2,4,126.0
914476380,RL,,924.0,7,2,PConc,1990,2009,Mitchel,1,3,173.0
914476430,RL,25.0,1028.0,5,2,PConc,1991,2009,Mitchel,1,2,152.0
916176030,RL,,1335.0,6,1,CBlock,1958,2009,Timber,1,3,137.5
916380070,RL,27.0,1198.0,9,2,PConc,2007,2009,Timber,1,2,315.5
916382010,RL,25.0,1223.0,7,2,PConc,2009,2009,Timber,1,3,224.5
916382100,RL,34.0,1248.0,9,2,CBlock,2008,2009,Timber,1,3,410.0
916382110,,24.0,1344.0,9,2,PConc,2008,2009,Timber,1,3,316.5
916386140,RL,22.0,829.0,8,2,PConc,2007,2009,Timber,1,3,201.0
916403010,RL,40.0,1064.0,6,2,CBlock,1988,2009,Timber,1,3,175.0
916403200,RL,,914.0,6,2,PConc,1980,2009,Timber,1,3,204.0
916403250,,38.0,1340.0,7,2,PConc,1987,2009,Timber,1,3,213.5
916455070,RL,,637.0,8,2,PConc,2001,2009,Timber,1,2,220.0
916460110,RL,23.0,851.0,7,2,PConc,2003,2009,Timber,1,3,170.0
916475040,RL,26.0,1356.0,9,2,PConc,2006,2009,Timber,1,2,315.0
921128050,RL,26.0,1174.0,9,2,PConc,2007,2009,Timber,1,2,425.0
923201100,RL,23.0,1163.0,5,1,CBlock,1968,2009,Mitchel,1,3,139.5
923202060,,30.0,2021.0,5,1,Slab,1960,2009,Mitchel,1,3,115.0
923203110,RM,10.0,418.0,6,2,PConc,1998,2009,Mitchel,1,2,162.0
923203190,RM,,418.0,6,2,PConc,1999,2009,Mitchel,1,2,165.0
923225360,RM,6.0,148.0,4,1,CBlock,1973,2009,MeadowV,1,2,91.0
923225490,RL,19.0,916.0,5,1,CBlock,1968,2009,Mitchel,1,3,130.0
923226270,RM,6.0,142.0,4,1,CBlock,1970,2009,MeadowV,1,1,86.0
923227080,,25.0,1243.0,5,2,CBlock,1969,2009,Mitchel,1,3,160.0
923228110,RM,6.0,137.0,4,1,CBlock,1970,2009,MeadowV,1,1,80.0
923228150,RM,6.0,142.0,4,1,CBlock,1970,2009,MeadowV,1,3,97.0
923228230,RM,6.0,206.0,4,1,CBlock,1970,2009,MeadowV,1,3,88.0
923230200,RL,15.0,714.0,5,1,CBlock,1972,2009,Mitchel,1,2,131.9
923252075,RL,19.0,716.0,6,1,CBlock,1993,2009,Mitchel,1,2,131.25
923275040,RL,,846.0,5,1,PConc,1978,2009,Mitchel,1,1,165.5
923275140,RL,,816.0,5,1,CBlock,1985,2009,Mitchel,1,3,112.0
923276260,RL,21.0,712.0,5,1,PConc,1992,2009,Mitchel,1,2,149.0
923400025,RL,26.0,1311.0,5,1,Wood,1993,2009,Mitchel,1,1,143.0
923400110,RL,19.0,969.0,5,1,PConc,1992,2009,Mitchel,1,3,130.0
924100040,RL,,912.0,6,2,PConc,1977,2009,Mitchel,1,2,196.0
924100060,RL,21.0,971.0,5,1,CBlock,1969,2009,Mitchel,1,4,173.0
526351030,RL,27.0,1025.0,6,1,CBlock,1958,2008,NAmes,1,3,176.5
526353050,RL,,1201.0,6,2,CBlock,1970,2008,NAmes,1,4,237.5
526354070,RL,26.0,1029.0,6,2,CBlock,1969,2008,NAmes,1,4,206.9
527105050,RL,22.0,808.0,6,2,PConc,1997,2008,Gilbert,1,3,187.5
527106050,RL,20.0,756.0,6,2,PConc,1995,2008,Gilbert,1,3,165.0
527106140,RL,18.0,886.0,6,2,PConc,1998,2008,Gilbert,1,3,195.5
527106150,RL,18.0,840.0,6,2,PConc,1998,2008,Gilbert,1,3,192.0
527107010,RL,,1397.0,6,2,PConc,1996,2008,Gilbert,1,3,173.0
527107090,,16.0,1313.0,5,2,PConc,1996,2008,Gilbert,1,3,177.9
527107210,RL,17.0,2032.0,7,2,PConc,1996,2008,Gilbert,1,3,175.0
527127140,RL,12.0,457.0,8,1,PConc,2001,2008,StoneBr,1,0,286.0
527131110,RL,14.0,582.0,8,1,PConc,1997,2008,StoneBr,1,1,247.9
527140090,RL,12.0,501.0,8,2,PConc,1993,2008,StoneBr,1,2,180.0
527145090,RL,12.0,471.0,8,2,PConc,1992,2008,StoneBr,1,2,180.0
527161010,RL,30.0,1007.0,6,2,PConc,1997,2008,Gilbert,1,3,181.0
527162180,RL,22.0,1039.0,6,2,PConc,1998,2008,Gilbert,1,3,183.0
527163100,RL,,743.0,6,2,PConc,1995,2008,Gilbert,1,3,188.0
527164120,RL,,1006.0,7,2,PConc,1994,2008,Gilbert,1,3,194.5
527165010,,,1307.0,6,2,PConc,1991,2008,Gilbert,1,3,185.0
527183030,RL,12.0,434.0,8,2,PConc,1988,2008,StoneBr,1,2,189.0
527183060,RL,20.0,553.0,8,2,PConc,1989,2008,StoneBr,1,2,188.5
527208010,RL,31.0,1258.0,8,3,PConc,2005,2008,StoneBr,1,5,355.0
527212050,RL,23.0,1040.0,9,2,PConc,2005,2008,StoneBr,1,4,325.0
527214030,RL,16.0,1431.0,9,2,PConc,2004,2008,StoneBr,1,2,387.0
527226020,RL,,2900.0,6,1,CBlock,1952,2008,Gilbert,1,3,115.0
527252080,RL,18.0,754.0,9,2,PConc,2007,2008,StoneBr,1,2,334.0
527276040,RL,,4392.0,6,2,CBlock,1950,2008,Gilbert,1,3,133.0
527301170,RL,14.0,1909.0,7,2,CBlock,1986,2008,NWAmes,1,3,215.0
527301245,RL,19.0,1178.0,7,2,CBlock,1988,2008,NWAmes,1,2,226.5
527302050,RL,24.0,1123.0,6,2,CBlock,1981,2008,NWAmes,1,3,175.5
527302070,RL,,1006.0,7,2,CBlock,1983,2008,NWAmes,1,3,181.9
527302185,RL,17.0,1724.0,7,2,CBlock,1978,2008,NWAmes,1,3,235.0
527302210,RL,26.0,1342.0,7,2,CBlock,1979,2008,NWAmes,1,3,220.0
527325070,RL,,1136.0,6,2,CBlock,1977,2008,NWAmes,1,4,272.0
527325240,RL,27.0,1214.0,6,2,PConc,1976,2008,NWAmes,1,3,161.0
527326130,RL,,1450.0,5,2,PConc,1977,2008,NWAmes,1,3,175.0
527354160,RL,24.0,966.0,7,2,CBlock,1980,2008,NWAmes,1,3,185.0
527357110,RL,23.0,905.0,5,1,CBlock,1969,2008,NWAmes,1,3,146.9
527357180,RL,,1162.0,7,2,PConc,1978,2008,NWAmes,1,4,292.5
527358120,RL,32.0,1055.0,6,2,CBlock,1976,2008,NWAmes,1,3,180.0
527359030,RL,24.0,966.0,6,2,CBlock,1976,2008,NWAmes,1,2,159.9
527359070,RL,24.0,974.0,7,2,CBlock,1976,2008,NWAmes,1,4,205.0
527378020,RL,24.0,929.0,5,1,CBlock,1973,2008,NWAmes,1,3,157.0
527380240,RL,,1330.0,8,2,PConc,1996,2008,NWAmes,1,4,306.0
527401130,RL,18.0,836.0,5,2,CBlock,1974,2008,NAmes,2,4,133.0
527402060,RL,20.0,906.0,6,1,CBlock,1969,2008,NAmes,1,3,151.0
527402130,RL,21.0,956.0,4,1,CBlock,1969,2008,NAmes,1,2,111.9
527403360,RL,19.0,702.0,5,1,CBlock,1971,2008,NAmes,1,3,123.0
527425035,RL,,1183.0,4,1,CBlock,1972,2008,NAmes,1,3,111.25
527427110,RH,10.0,377.0,6,2,PConc,1998,2008,NAmes,1,2,181.0
527450110,RM,6.0,156.0,6,1,CBlock,1973,2008,BrDale,1,2,103.4
527450250,RM,6.0,156.0,6,1,CBlock,1973,2008,BrDale,1,2,100.0
527450520,RM,6.0,176.0,6,1,CBlock,1972,2008,BrDale,1,2,100.5
527451060,RM,6.0,174.0,6,1,CBlock,1970,2008,BrDale,1,2,106.0
527451290,RM,6.0,156.0,6,1,CBlock,1971,2008,BrDale,1,2,85.4
527451400,RM,6.0,156.0,6,1,CBlock,1971,2008,BrDale,1,2,89.5
527451550,RM,6.0,156.0,5,2,CBlock,1972,2008,BrDale,1,3,111.75
527452150,RL,16.0,376.0,6,2,CBlock,1977,2008,NPkVill,1,2,140.0
527453160,RL,7.0,214.0,6,2,CBlock,1975,2008,NPkVill,1,4,143.0
527454120,RL,7.0,235.0,7,2,CBlock,1977,2008,NPkVill,1,2,148.5
527455270,RL,,880.0,5,1,CBlock,1966,2008,NAmes,1,3,110.0
528102030,RL,29.0,1156.0,8,2,PConc,2008,2008,NridgHt,1,2,394.617
528102110,,29.0,1159.0,10,2,PConc,2007,2008,NridgHt,1,3,426.0
528104050,RL,35.0,1375.0,10,2,PConc,2007,2008,NridgHt,1,2,385.0
528104080,RL,20.0,1389.0,9,2,PConc,2008,2008,NridgHt,1,3,446.261
528108150,RL,30.0,1180.0,8,2,PConc,2007,2008,NridgHt,1,3,317.5
528110080,RL,33.0,1291.0,8,2,PConc,2007,2008,NridgHt,1,2,372.402
