PID,Year Built,SalePrice,Fireplaces,Bedroom AbvGr,Overall Qual,Gr Liv Area,Lot Area,Pool Area
534127170,1968,185750,1,3,6,1489,9156,0
534128010,1973,200000,2,3,7,2090,10382,0
534128020,1974,206000,2,3,7,2067,12732,0
534128100,1972,162000,1,3,6,1395,12936,0
534128190,1967,256900,1,5,6,2640,10400,0
534129080,1967,197900,1,3,6,1724,17871,0
534129370,1969,163000,1,3,5,1336,9600,0
534129380,1969,113000,0,3,6,1216,9000,0
534151120,1977,230000,2,4,7,2288,13774,0
534152120,1977,167900,1,2,6,1334,9650,0
534175080,1998,213250,1,3,7,1680,10140,0
534177230,2001,227000,0,3,8,1665,8400,0
534200030,1967,130000,0,2,5,864,7130,0
534202170,1967,143000,0,3,5,1568,9600,0
534226120,1965,117500,0,2,5,925,9100,0
534250400,1974,168500,1,4,7,2061,9600,0
534251030,1971,172500,1,3,6,1320,16500,0
534252240,1967,161500,1,3,6,1342,9790,0
534275060,1960,141500,1,2,4,894,7436,0
534275100,1959,118000,0,3,5,864,8125,0
534276040,1959,127500,0,2,6,864,9100,0
534277090,1957,140000,1,3,4,1362,9450,0
534278070,1956,177625,1,3,5,1728,13495,0
534278230,1958,110000,0,4,5,1776,11475,0
534400050,1964,167000,0,3,6,1516,10004,0
534400290,1961,153000,1,3,5,1313,9350,0
534402060,1964,145100,2,3,5,1292,10500,0
534402140,1966,154000,1,3,5,1154,11000,0
534402170,1965,177500,1,4,5,2140,8970,0
534403370,1964,158000,1,3,6,1445,12095,0
534426110,1959,124500,0,3,5,1041,9600,0
534429150,1961,174500,1,4,6,1576,11475,0
534431130,1955,122000,0,2,5,960,9768,0
534450150,1940,82500,0,2,4,708,5330,0
534451110,1950,110000,1,3,5,1203,7015,0
534475185,1953,149500,1,2,6,1505,12160,0
534475250,1967,175000,0,2,6,1691,9900,0
534476150,1953,167000,2,3,6,1644,9600,0
534476320,1956,128900,0,2,5,1050,9600,0
534477110,1950,140000,0,3,6,1668,9600,0
534478230,1950,147000,1,3,5,1113,9600,0
535101120,1967,124000,0,4,5,1584,8944,0
535104120,1961,187500,1,3,6,1453,10573,0
535105100,1963,159000,2,3,6,1394,9500,0
535125070,1966,256000,2,2,6,1567,14695,0
535125090,1965,205000,3,3,7,1986,13600,0
535126010,1968,193500,1,4,6,2142,13000,0
535126100,1968,110000,2,2,6,1392,13560,0
535150070,1920,104900,1,4,4,1738,12513,0
535151040,1956,150000,0,3,5,1144,8760,0
535152230,1957,156500,2,3,6,1478,8400,0
535154060,1960,176000,2,3,7,1329,12285,0
535154130,1959,149500,0,3,6,988,9240,0
535175030,1958,139000,1,3,6,1632,9600,0
535175050,1958,155000,0,3,6,1215,12400,0
535178040,1956,120000,0,3,5,1202,8750,0
535178120,1955,153000,0,3,5,1382,8750,0
535179160,1956,144000,2,3,4,1200,10400,0
535300120,1962,176000,1,3,6,1382,19296,0
535301170,1954,153000,1,3,5,1297,8532,0
535302120,1958,135000,0,4,5,1866,9482,0
535303110,1954,131000,0,3,6,1062,8128,0
535303150,1953,123000,0,3,5,1319,10634,0
535304100,1951,126000,0,2,5,1112,13070,0
535325290,1955,115000,1,2,4,1005,10434,0
535351050,1951,164900,2,2,5,1363,14559,0
535352090,1945,113000,0,2,5,793,8480,0
535353040,1952,145500,0,2,5,1031,7626,0
535353060,1953,102900,0,2,5,1210,9533,0
535353140,1900,95000,0,3,3,1699,10615,0
535353240,1948,152500,1,3,7,1527,11419,0
535354070,1950,129900,0,3,5,1200,9600,0
535354100,1948,132000,1,2,6,972,8000,0
535375010,1958,99900,0,2,3,792,5470,0
535375050,1916,135000,0,3,5,1656,10410,0
535376060,1939,149000,0,4,5,1352,10800,0
535377150,1900,114000,0,2,4,1039,8146,0
535378020,1924,109500,0,2,5,792,9022,0
535378120,1925,125000,0,3,5,1078,10230,0
535381040,1915,142900,1,3,4,2377,10410,0
535382100,1910,156500,0,4,7,1690,7200,0
535383060,1940,59000,0,2,2,599,5400,0
535383070,1920,105000,0,2,4,1374,5400,0
535383110,1920,106000,0,2,5,846,10800,0
535383120,1890,78500,0,1,3,725,10800,0
535402010,1969,190000,0,6,6,2544,9671,0
535402090,1963,154000,0,3,6,1380,10143,0
535402270,1967,163000,1,3,6,1040,11500,0
535402330,1969,200000,0,6,5,2634,11643,0
535403190,1958,143500,0,2,6,951,8010,0
535403210,1957,135000,0,3,6,1105,10454,0
535403280,1957,153000,0,2,5,1306,8712,0
535425070,1960,157500,2,3,6,1478,17600,0
535426150,1958,113500,1,2,6,1142,9000,0
535450070,1949,133000,1,3,5,1268,12144,0
535450160,1950,92900,0,2,3,1040,8544,0
535450200,1950,128500,0,3,6,1133,8064,0
535451170,1949,90000,0,2,4,1040,7200,0
535451250,1950,138000,0,3,5,1904,7200,0
535452090,1958,128000,0,3,5,1041,7350,0
535452100,1958,139000,0,3,5,1339,7560,0
535452140,1952,118900,0,2,5,732,7200,0
535453100,1959,138000,0,3,5,1183,8000,0
535453200,1959,132500,0,3,5,1148,7931,0
535454100,1949,133500,0,4,4,1461,10800,0
535454160,1948,135000,0,3,6,1495,8064,0
535475010,1964,144750,0,4,6,1806,7570,0
535476110,1978,145000,0,2,5,941,8604,0
535476240,1963,127000,1,3,6,1045,7936,0
535477150,1962,109500,0,2,5,894,6600,0
902101010,1926,115000,0,3,6,1224,3950,0
902102080,1910,110000,0,2,5,1230,10440,0
902103100,1935,128900,0,3,6,1378,4080,0
902103120,1910,103500,0,4,6,1944,10307,0
902103170,1941,66500,0,3,5,1131,5720,0
902105050,1910,130000,0,3,5,1306,15660,0
902105060,1910,129000,0,3,5,1464,9900,0
902106010,1939,150000,1,3,5,1558,6406,0
902106060,1892,107500,0,4,5,2372,6600,0
902109130,1920,94550,0,4,4,1701,7627,0
902109140,1952,124500,0,4,5,1960,7596,0
902110080,1946,135000,2,3,7,1389,3378,0
902134120,1910,103000,0,3,5,1447,10134,0
902135020,1953,93000,0,2,4,936,6000,0
902201110,1950,129500,0,3,5,1328,6000,0
902202150,1954,93000,0,3,5,1387,6000,0
902204080,1920,80000,0,2,4,861,7404,0
902205010,1940,45000,0,1,2,612,5925,0
902205030,1910,37900,0,2,3,968,5925,0
902206260,1938,91300,0,2,5,886,5784,0
902207170,1923,99500,0,2,5,792,8520,0
902300090,1920,113000,0,2,4,1452,4456,0
902301060,1910,87500,0,3,4,1510,9600,0
902301080,1947,110000,0,2,5,1284,3500,0
902325070,1898,106000,0,2,5,2138,8100,0
902326030,1880,265979,1,4,7,2640,11700,0
902327070,1900,160000,0,3,6,2007,8400,0
902329080,1917,119000,1,3,6,1288,3600,0
902330040,1882,168000,1,4,8,1742,17671,0
902331010,1910,58500,1,2,4,816,3300,0
902401130,1920,143000,0,3,7,1482,9000,0
902402150,1910,85000,0,2,5,1022,7200,0
902405100,1890,124900,0,2,5,1869,8820,0
902405120,1920,119000,0,3,6,1480,5400,0
902406070,1910,146500,0,4,6,1521,9720,0
902477120,1920,34900,0,2,4,720,7879,0
902477130,1900,44000,0,2,3,797,9392,0
903200080,1923,223500,1,3,5,1576,21384,0
903201020,1923,149000,1,3,6,1432,6615,0
903201080,1925,205000,0,3,7,1548,7264,0
903202170,1930,137000,1,3,5,1654,4960,0
903205040,1916,121000,1,2,6,952,8854,0
903226130,1936,128000,0,3,4,1324,6000,0
903226170,1937,134900,0,2,6,1176,6000,0
903227070,1925,117000,1,3,5,1348,6000,0
903227090,1939,132500,1,4,6,1412,6000,0
903228070,1924,93000,0,3,5,1142,6000,0
903228120,1926,119000,0,2,6,904,6000,0
903230100,1924,100000,0,2,5,1301,6911,0
903231010,1936,141500,0,3,5,1539,6120,0
903231030,1935,133000,0,3,4,1573,6120,0
903231060,1936,60000,1,1,2,800,6120,0
903231130,1931,105000,0,2,5,875,6120,0
903232060,1925,115000,0,2,5,995,6120,0
903234220,1938,150000,1,3,5,1582,6120,0
903236040,1925,126500,0,2,5,1072,8635,0
903400220,1916,214500,0,5,6,2134,11888,0
903425245,1910,167500,0,3,7,2019,11414,0
903427120,1915,155000,0,3,6,1768,8094,0
903429080,1915,155000,1,4,7,1826,2500,0
903429110,1915,179900,0,3,7,1944,9928,0
903430060,1912,104000,0,5,6,2229,5520,0
903430070,1922,62500,0,4,5,2128,3000,0
903451090,1927,149000,0,4,6,1930,6876,0
903458170,1925,103000,0,2,4,1208,6240,0
903475100,1915,123000,0,3,6,1427,5775,0
903476090,1902,97500,0,6,7,1864,5852,0
903481120,1927,135000,0,3,6,1666,5160,0
903481130,1923,70000,0,1,4,892,5160,0
903484110,1915,116000,0,3,6,1403,10320,0
904100190,1946,88750,0,2,4,704,4280,0
904301060,1987,179000,0,3,5,1200,10800,0
904301070,1987,179000,0,3,5,1200,10800,0
904301100,1978,159900,0,2,5,1152,10547,0
904301375,1922,61000,0,1,1,904,10020,0
904351200,1925,103600,0,3,6,1369,6629,0
904351240,1934,63000,0,4,5,1112,9780,0
905101260,1963,175000,1,3,5,1464,12886,0
905101490,1963,139000,0,3,5,1121,8816,0
905103040,1978,172500,1,3,6,1683,11184,0
905103070,1967,113500,1,3,5,1052,11625,0
905105190,1967,130000,0,3,5,899,7800,0
905107310,1978,149900,1,3,6,1034,8014,0
905108190,1982,134900,0,2,5,858,7252,0
905108220,1982,137000,0,2,5,860,8740,0
905200220,1962,139000,1,3,5,1092,11616,0
905200260,1961,165000,1,4,5,1774,15400,0
905200350,1960,148000,1,3,6,1138,15312,0
905225090,1956,165000,1,4,5,2071,15584,0
905228050,1947,63900,0,2,2,660,9000,0
905229040,1957,161500,2,5,4,1788,11250,0
905325020,1968,143000,2,1,5,1473,25095,0
905377010,1956,135000,0,3,4,1229,17140,0
905377130,1940,82500,0,1,4,861,12342,0
905401100,1955,190000,3,2,5,1867,10708,0
905402060,1955,139600,1,4,3,1733,13680,0
905402070,1954,122000,0,2,4,1383,15635,0
905450020,1956,127500,1,3,6,1689,9855,0
905451300,1956,121500,0,2,5,1073,9571,0
905451340,1958,60000,0,3,5,1276,9571,0
905452040,1946,154400,1,3,6,1639,9350,0
905452050,1941,113000,0,2,4,672,9340,0
905475160,1954,125000,1,3,5,1089,7440,0
905475500,1957,84000,0,3,4,845,11500,0
905476230,1984,139500,0,2,5,1049,4235,0
905478030,1949,131000,1,3,5,1716,11409,0
905480030,1939,105000,0,2,6,1258,9060,0
905480210,1940,108000,1,4,4,1510,9084,0
906201021,1990,162000,0,1,7,1061,10778,0
906201050,1983,156500,1,2,6,1338,19255,0
906201130,1983,316600,1,1,8,2132,12327,0
906203120,1990,271900,1,3,7,2196,14684,0
906223060,1993,213000,1,3,7,1775,9317,0
906223080,1993,239900,1,3,7,1879,10560,0
906223210,1995,239500,1,3,8,2020,9828,0
906226060,1880,131000,1,4,5,2016,26400,0
906226070,1979,118964,0,4,5,1535,7018,0
906226080,1979,153337,2,2,5,1224,7018,0
906226090,1979,147983,0,6,5,2228,7018,0
906226100,1979,118858,0,4,5,1535,7018,0
906226110,1979,118858,0,4,5,1535,7018,0
906226120,1979,142953,0,6,5,2240,7018,0
906226130,1979,148325,2,2,5,1229,7040,0
906226140,1979,113722,0,4,5,1513,7007,0
906230010,2000,269500,2,6,7,2787,11855,0
906230020,2000,269500,2,6,7,2787,7939,0
906230030,2000,269500,2,6,7,2787,7976,0
906340100,2009,323262,1,1,9,1680,10933,0
906340110,2007,297000,1,3,8,1718,10637,0
906340120,2008,295493,1,3,8,1630,10226,0
906340130,2008,332000,1,3,9,1720,10816,0
906378110,2008,239900,1,3,8,1468,9178,0
906380050,2007,212000,0,3,8,1768,10769,0
906380060,2007,272500,2,3,8,1838,11422,0
906380100,2007,239000,0,2,9,1800,11923,0
906380130,2006,220000,1,3,7,1604,8814,0
906380210,2007,200000,1,2,7,1290,6762,0
906380220,2008,221800,0,2,8,1254,10324,0
906392070,2007,194500,0,2,7,1232,7314,0
906392110,2005,237000,1,3,8,1498,11645,0
906392130,2005,173000,1,3,6,1422,11646,0
906402060,1989,275000,1,2,7,1644,12800,0
906426210,1992,233500,1,3,7,1759,16698,0
906475070,1967,185000,0,3,5,2126,28698,0
907126010,1996,152000,0,3,5,1040,12464,0
907126050,1994,143000,0,3,5,990,9757,0
907130100,1997,231500,0,3,6,1764,15426,0
907131090,1996,212000,1,3,7,1661,10667,0
907131190,1998,207000,0,3,7,1463,14753,0
907135040,1994,145000,0,3,5,1097,10859,0
907135170,1994,138000,0,3,5,990,8072,0
907175100,1998,197900,0,3,7,1779,10400,0
907180130,1999,204000,0,3,7,1501,10335,0
907181100,1999,192000,0,3,7,1431,9017,0
907185050,1998,200000,1,3,6,1772,8750,0
907192030,2002,195000,0,3,7,1660,8935,0
907192090,2002,227000,0,3,7,1573,9808,0
907194010,2001,230000,0,3,7,1840,12420,0
907194110,2001,187100,0,3,7,1430,16285,0
907194160,2002,203000,0,3,7,1444,10739,0
907196060,2001,201000,1,3,7,1492,11166,0
907200230,1978,124000,0,3,5,1040,8430,0
907201220,1978,140000,0,3,5,907,16269,0
907201280,1979,134900,0,2,5,914,6950,0
907202050,1977,150500,0,3,5,1040,8800,0
907202080,1978,136500,0,3,5,864,7000,0
907202130,1977,143500,0,3,5,1268,9286,0
907227030,1972,133500,1,3,5,864,15523,0
907227080,1972,123000,0,2,5,894,7200,0
907227110,1972,133900,0,2,5,768,7200,0
907227290,1972,133000,0,2,5,768,8445,0
907250070,2002,250000,0,3,7,1611,11664,0
907252060,2003,254750,1,4,8,2184,12334,0
907252210,2001,236500,1,3,8,1788,11838,0
907252220,2001,261500,1,3,8,1872,11885,0
907253130,2000,313000,2,3,9,2153,11050,0
907260030,2002,198500,0,3,7,1725,8749,0
907265010,2001,211000,0,3,7,1870,11250,0
907275010,1999,220000,1,2,8,1513,15750,0
907275090,1996,203000,1,3,7,1504,11883,0
907275140,2002,279500,1,3,8,1828,12782,0
907280170,1997,210000,1,3,7,1417,8750,0
907285020,1997,219500,0,3,7,2034,9375,0
907285050,1996,191000,1,2,7,1716,8750,0
907290070,2001,178000,0,3,7,1212,9100,0
907290090,2000,213000,1,3,7,1630,9750,0
907290180,2003,144000,0,1,6,848,4435,0
907290210,2003,140000,0,1,6,848,4435,0
907410130,2007,293200,1,3,8,1602,10200,0
907412020,2004,190000,0,3,7,1728,9313,0
907414020,2004,190000,0,3,7,1500,8487,0
907414080,2005,173500,0,3,6,1476,8633,0
907420040,2007,170000,1,3,6,1396,11069,0
908102050,1949,108000,0,2,4,1126,8777,0
908102270,1964,167000,0,3,5,1486,9937,0
908102290,1938,100000,1,2,4,816,8877,0
908128060,2003,198500,1,4,7,1922,7301,0
908151050,1977,159500,0,3,6,1426,7950,0
908152035,1960,127000,0,3,4,1149,10682,0
908152100,1976,125000,1,3,6,1125,7200,0
908154040,2007,320000,1,3,9,1698,13286,0
908186080,2005,145500,0,2,6,1072,3675,0
908201040,1947,118000,0,2,5,698,9405,0
908203090,1959,85000,0,3,4,876,6410,0
908225290,1950,120000,0,3,5,1368,11767,0
908225370,1945,98000,0,4,4,1529,8405,0
908229020,1922,99900,0,2,5,864,4060,0
908250030,1952,82000,0,2,3,944,10206,0
908275040,1959,119900,0,6,5,1678,10926,0
908275110,1956,103500,1,2,5,1560,11767,0
908276150,1956,112000,0,3,4,960,8926,0
909101010,1920,110000,0,3,6,1196,12354,0
909101100,1941,122000,2,3,5,1298,8212,0
909101140,1941,117000,0,3,5,1604,10998,0
909129090,1938,160000,2,3,5,1268,6300,0
909129100,1932,159434,0,3,5,1520,4500,0
909175080,1920,60000,0,1,2,438,8400,0
909178160,1940,139500,1,3,6,1489,9900,0
909179020,1920,197000,2,5,7,3082,15863,0
909250080,1935,105000,1,3,6,1242,5707,0
909250220,1928,135000,2,4,4,1981,7804,0
909251050,1916,147500,1,3,6,1232,8574,0
909251170,1925,137450,1,3,6,1608,6171,0
909252020,1936,155000,0,3,7,1135,7200,0
909253010,1928,177000,1,3,6,1913,7558,0
909253180,1928,145000,1,3,7,1477,6292,0
909254010,1918,137000,1,3,7,1228,7155,0
909257050,1926,234000,2,3,7,2080,10918,0
909275080,1940,205000,2,2,5,1567,13680,0
909276110,1942,177500,2,3,6,1494,7500,0
909276200,1940,160000,2,2,5,1308,9600,0
909277090,1960,155000,0,2,5,1273,14680,0
909277100,1921,163500,0,2,5,964,13360,0
909278020,1921,154900,1,3,5,1343,7681,0
909279010,1940,205000,2,5,7,2480,8145,0
909282130,1954,144800,1,2,5,1112,9100,0
909425060,1941,174500,1,3,7,1564,12000,0
909425130,1960,193000,1,3,6,1561,13339,0
909426090,1949,158000,1,3,5,1523,15600,0
909427200,1950,158500,1,3,6,1152,14000,0
909428240,1954,224000,2,3,6,1906,17500,0
909451040,1980,115000,1,2,6,1032,1733,0
909451100,1980,137000,1,2,6,1229,1488,0
909451140,1980,121000,1,2,6,1229,1612,0
909451180,1980,124000,1,2,6,1229,1300,0
909452050,1986,208000,1,3,6,1982,13607,0
909475040,1971,315000,2,3,7,2365,17597,0
909475300,1988,222000,1,3,6,1680,21695,0
910202070,1920,147000,0,3,5,1344,10690,0
910204050,1900,123000,0,5,5,2168,8660,0
910205020,1920,78000,0,3,5,1192,6402,0
911103050,1915,85000,0,2,3,1526,8470,0
911104060,1925,75000,0,2,4,572,10200,0
911370500,2007,230000,1,2,8,1648,3843,0
912251110,1910,57625,0,1,2,810,21780,0
914465020,2000,251000,1,3,8,2052,10125,0
914465040,2003,239686,1,1,7,2149,12822,0
914465055,2004,240000,1,3,7,1710,12118,0
914474070,2001,215000,1,3,6,1961,12209,0
914475010,1977,156450,1,2,6,926,9750,0
914475030,1977,173000,2,2,6,1287,9360,0
914476020,1977,126000,0,4,5,1734,10125,0
914476380,1990,173000,0,3,7,1217,9947,0
914476430,1991,152000,0,2,5,1595,11070,0
916176030,1958,137500,1,3,6,1344,14375,0
916176125,1965,375000,2,3,7,2036,215245,0
916380070,2007,315500,1,2,9,1620,12898,0
916382010,2009,224500,0,3,7,1692,13159,0
916382100,2008,410000,1,3,9,2036,13438,0
916382110,2008,316500,0,3,9,1641,14463,0
916386140,2007,201000,0,3,8,1466,8925,0
916403010,1988,175000,1,3,6,1412,11457,0
916403200,1980,204000,1,3,6,2237,9839,0
916403250,1987,213500,1,3,7,1479,14419,0
916455070,2001,220000,0,2,8,1296,6853,0
916460110,2003,170000,0,3,7,2014,9157,0
916475040,2006,315000,1,2,9,1838,14601,0
921128050,2007,425000,1,2,9,1978,12633,0
923201100,1968,139500,0,3,5,1008,12518,0
923202060,1960,115000,1,3,5,1771,21750,0
923203110,1998,162000,0,2,6,1204,4500,0
923203190,1999,165000,0,2,6,1224,4500,0
923225360,1973,91000,0,2,4,988,1596,0
923225490,1968,130000,0,3,5,874,9858,0
923226270,1970,86000,0,1,4,630,1526,0
923227080,1969,160000,1,3,5,1404,13383,0
923228110,1970,80000,0,1,4,630,1477,0
923228150,1970,97000,1,3,4,1344,1533,0
923228230,1970,88000,0,3,4,1092,2217,0
923230200,1972,131900,0,2,5,796,7689,0
923252075,1993,131250,0,2,6,1091,7706,0
923275040,1978,165500,1,1,5,1110,9101,0
923275140,1985,112000,0,3,5,833,8780,0
923276260,1992,149000,1,2,5,883,7669,0
923400025,1993,143000,0,1,5,1362,14115,0
923400110,1992,130000,0,3,5,1287,10429,0
924100040,1977,196000,2,2,6,1567,9819,0
924100060,1969,173000,1,4,5,1632,10457,0
526351030,1958,176500,1,3,6,1414,11029,0
526353050,1970,237500,2,4,6,2117,12925,0
526354070,1969,206900,2,4,6,2112,11075,0
527105050,1997,187500,1,3,6,1604,8702,0
527106050,1995,165000,1,3,6,1470,8139,0
527106140,1998,195500,0,3,6,1604,9535,0
527106150,1998,192000,2,3,6,1638,9042,0
527107010,1996,173000,1,3,6,1636,15038,0
527107090,1996,177900,0,3,5,1384,14137,0
527107210,1996,175000,1,3,7,1446,21872,0
527127140,2001,286000,1,0,8,1593,4923,0
527131110,1997,247900,1,1,8,1682,6264,0
527140090,1993,180000,1,2,8,1337,5395,0
527145090,1992,180000,0,2,8,1280,5070,0
527161010,1997,181000,1,3,6,1604,10839,0
527162180,1998,183000,1,3,6,1633,11184,0
527163100,1995,188000,1,3,6,1658,8000,0
527164120,1994,194500,1,3,7,1895,10832,0
527165010,1991,185000,0,3,6,1709,14067,0
527183030,1988,189000,1,2,8,1228,4671,0
527183060,1989,188500,1,2,8,1337,5950,0
527208010,2005,355000,1,5,8,2500,13543,0
527212050,2005,325000,1,4,9,2504,11198,0
527214030,2004,387000,1,2,9,1884,15401,0
527226020,1952,115000,2,3,6,1474,31220,0
527252080,2007,334000,1,2,9,1710,8118,0
527276040,1950,133000,1,3,6,1488,47280,0
527301170,1986,215000,1,3,7,2093,20544,0
527301245,1988,226500,1,2,7,1688,12680,0
527302050,1981,175500,1,3,6,1422,12090,0
527302070,1983,181900,0,3,7,1260,10825,0
527302185,1978,235000,2,3,7,2064,18559,0
527302210,1979,220000,1,3,7,1782,14450,0
527325070,1977,272000,1,4,6,2872,12227,0
527325240,1976,161000,1,3,6,1211,13068,0
527326130,1977,175000,0,3,5,1126,15611,0
527354160,1980,185000,1,3,7,2044,10400,0
527357110,1969,146900,0,3,5,1308,9743,0
527357180,1978,292500,2,4,7,2840,12511,0
527358120,1976,180000,1,3,6,1523,11361,0
527359030,1976,159900,1,2,6,1444,10400,0
527359070,1976,205000,1,4,7,1964,10480,0
527378020,1973,157000,1,3,5,1178,10000,0
527380240,1996,306000,1,4,8,2340,14311,0
527401130,1974,133000,0,4,5,1792,9000,0
527402060,1969,151000,0,3,6,1054,9750,0
527402130,1969,111900,0,2,4,936,10295,0
527403360,1971,123000,0,3,5,864,7560,0
527425035,1972,111250,0,3,4,864,12735,0
527427110,1998,181000,0,2,6,1337,4060,0
527450110,1973,103400,0,2,6,987,1680,0
527450250,1973,100000,0,2,6,987,1680,0
527450520,1972,100500,0,2,6,987,1890,0
527451060,1970,106000,0,2,6,987,1869,0
527451290,1971,85400,0,2,6,987,1680,0
527451400,1971,89500,0,2,6,987,1680,0
527451550,1972,111750,0,3,5,1302,1680,0
527452150,1977,140000,0,2,6,1069,4043,0
527453160,1975,143000,0,4,6,1456,2308,0
527454120,1977,148500,0,2,7,1055,2529,0
527455270,1966,110000,0,3,5,892,9477,0
528102030,2008,394617,1,2,8,1932,12444,0
528102110,2007,426000,1,3,10,2332,12474,0
528104050,2007,385000,1,2,10,2084,14803,0
528104080,2008,446261,1,3,9,2713,14948,0
528108150,2007,317500,0,3,8,1582,12704,0
528110080,2007,372402,1,2,8,1710,13891,0
528110110,2007,417500,1,4,8,2464,13693,0
528114040,2007,383000,1,2,9,1950,14418,0
528118030,2006,390000,1,4,9,2748,13418,0
528118090,2005,460000,1,4,10,2790,12539,0
528120130,2005,379000,1,3,9,2331,12151,0
528142020,2007,250000,1,4,8,2088,8899,0
528142140,2004,316000,1,4,8,2332,10574,0
528164060,2003,615000,2,1,10,2470,12720,144
528166120,2003,412500,2,3,9,2668,13688,0
528170070,2003,284000,1,3,7,2046,10625,0
528172080,2003,284000,1,2,8,1575,10845,0
528178070,2001,421250,1,4,8,2649,16900,0
528178090,2003,370000,1,4,8,2690,16451,0
528180110,2008,336860,1,2,9,1866,10110,0
528180140,2008,367294,1,1,9,1702,8769,0
528181010,2005,192000,1,2,7,1367,12304,0
528186030,2003,274000,1,1,8,1518,12677,0
528186080,2005,266000,1,2,9,1684,8849,0
528186130,2007,370967,1,2,9,1800,8232,0
528186160,2006,234250,1,2,8,1342,6240,0
528186170,2006,219500,1,2,8,1342,6240,0
528188090,2003,155000,0,2,7,1626,2448,0
528188150,2003,154000,0,2,7,1626,2448,0
528190010,2004,207000,1,2,7,1358,8198,0
528228345,2003,195000,1,2,7,1455,3940,0
528228405,2004,219990,1,2,7,1576,3940,0
528228445,2005,191000,1,2,7,1504,3182,0
528228465,2007,159895,1,2,7,1266,3182,0
528228540,2007,187687,1,2,7,1246,3710,0
528235020,2004,179000,1,3,6,1515,9024,0
528235120,2004,193000,1,3,6,1593,7415,0
528235180,2005,190000,0,2,7,1166,9587,0
528240040,2005,176000,0,3,6,1456,8029,0
528240050,2002,188000,1,3,7,1720,8010,0
528250030,2003,213000,1,4,7,1986,8396,0
528253020,2007,217300,1,2,7,1358,7301,0
528280130,2000,186500,1,3,6,1792,10261,0
528280180,2000,226750,1,3,7,1892,8220,0
528290010,2004,184000,1,3,7,1490,15384,0
528290090,2002,176000,1,3,7,1414,7750,0
528292060,1999,225000,1,4,7,2322,12460,0
528294060,1999,185900,1,3,7,1651,8390,0
528315060,1997,284500,1,3,8,2199,9660,0
528315110,1998,315000,1,4,8,2630,9200,0
528326030,2000,250000,1,4,8,2198,14260,0
528326110,2000,291000,1,4,9,2172,11000,0
528346050,1998,350000,1,2,8,2006,11675,0
528354100,1996,279500,2,4,7,2125,10990,0
528363020,1995,290000,1,4,8,2501,11929,0
528363110,1995,350000,1,2,8,2113,10437,0
528365060,1993,341000,1,3,7,2418,10542,0
528365080,1993,287500,1,4,7,2197,10010,0
528387050,1994,271000,2,3,7,2127,10944,0
528390020,1994,301500,1,2,8,1987,14303,0
528427010,2007,235128,0,3,8,1580,11932,0
528427070,2007,214000,1,4,6,1933,14598,0
528429050,2006,232000,1,3,8,1574,11957,0
528429070,2006,240000,1,3,7,1578,13253,0
528429080,2008,264132,1,2,9,1506,14587,0
528431060,2007,245000,1,3,8,1563,10206,0
528431080,2008,227680,0,3,7,1428,12274,0
528431120,2007,257000,1,3,8,1861,9801,0
528435020,2007,297900,1,3,8,1874,9428,0
528439010,2006,247000,1,3,8,1460,10037,0
528458030,2007,212700,0,3,8,1372,8640,0
528458050,2007,250580,0,3,7,1372,8640,0
528462040,2007,182000,0,3,7,1428,11639,0
528477040,2005,226700,0,3,7,1768,9803,0
528478030,2003,250000,1,3,8,1992,9375,0
528478040,2005,250000,1,3,7,1958,10625,0
528480060,2007,339750,1,3,8,2078,10800,0
528480160,2007,205950,0,3,7,1665,8125,0
528482020,2007,256000,1,3,8,1660,10625,0
528488140,2007,230348,0,2,7,1218,7500,0
528490080,2003,207500,0,3,6,1728,8791,0
531363060,2004,141000,0,3,7,1080,7500,0
531371070,2003,188000,0,3,6,1696,10110,0
531373060,2003,192500,0,3,7,1663,12774,0
531375050,2005,146000,0,3,6,1175,13072,0
531375110,2004,159000,0,3,5,1114,13695,0
531375120,2003,155000,0,3,6,1114,13695,0
531376010,2004,173000,0,3,6,1640,8366,0
531376070,2007,170000,0,3,7,1162,9260,0
531382090,1995,182000,0,3,6,1609,8453,0
531382110,1993,163000,0,3,6,1680,8480,0
531382120,1994,193500,1,3,6,1679,8125,0
531384030,1994,189000,0,3,7,1657,14565,0
531385060,2001,190500,0,3,6,1677,8450,0
531450030,1992,175000,0,3,7,1737,8285,0
531450090,1991,179200,0,3,6,1294,7153,0
531450170,1993,187000,0,3,6,1710,9291,0
531451020,1993,193000,1,2,6,1617,8012,0
531452140,1993,153900,0,2,6,1199,7892,0
532351050,1963,128000,1,3,5,984,9100,0
532353050,1962,144000,0,2,5,912,12968,0
532354150,1961,135000,1,3,5,864,8100,0
532376170,1968,115000,0,3,5,890,8450,0
532377020,1963,119916,0,3,5,864,6360,0
532378200,1961,142000,0,3,6,912,6768,0
532477030,1974,192000,2,3,6,1430,19508,0
532479020,1972,140000,1,4,5,1641,10759,0
533125080,1990,290000,2,4,6,2683,9205,0
533125140,1993,372500,1,4,9,2786,11025,0
533206050,2004,196000,0,2,7,1391,4282,0
533208080,2006,171900,0,2,7,1250,4017,0
533208140,2004,178000,0,1,7,1245,3435,0
533212050,2005,165000,0,2,6,1200,3180,0
533212140,2007,146000,0,2,7,1392,3180,0
533212150,2007,146000,0,2,7,1392,3604,0
